customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
TC14209,Arizona,F,High School or Below,9095,0,128,0,Personal Auto,SUV,921
ED50963,California,F,High School or Below,2688,32808,68,1,Personal Auto,Four-Door Car,541
GP40701,California,F,Bachelor,8277,79780,68,0,Personal Auto,Four-Door Car,326
CP98451,Oregon,F,College,9057,91025,112,0,Personal Auto,SUV,327
NX52648,California,F,High School or Below,3801,33043,95,0,Personal Auto,Two-Door Car,456
ZC32510,Arizona,M,High School or Below,9339,69442,118,3,Personal Auto,Four-Door Car,1265
NG27780,Oregon,M,College,2520,0,70,0,Corporate Auto,Four-Door Car,63
HN95240,Arizona,F,College,4984,0,70,0,Corporate Auto,Four-Door Car,336
EB59129,Oregon,F,Bachelor,2595,47234,65,0,Personal Auto,Four-Door Car,15
RA70851,Oregon,M,High School or Below,7437,86863,92,0,Personal Auto,Four-Door Car,441
PM19162,Oregon,M,Bachelor,14536,25805,66,2,Personal Auto,Four-Door Car,375
MS59005,Nevada,M,Bachelor,5913,43676,76,0,Personal Auto,Four-Door Car,364
SU71163,Arizona,M,College,2771,59855,74,4,Personal Auto,Two-Door Car,355
BD35676,Arizona,M,Master,29194,35296,126,0,Personal Auto,SUV,452
NI44621,Oregon,F,Master,9880,36576,125,1,Personal Auto,SUV,113
EW33419,California,F,High School or Below,15114,28513,100,1,Corporate Auto,SUV,480
HX44948,Oregon,M,Bachelor,5759,85448,72,0,Special Auto,Four-Door Car,16
DL36983,Oregon,F,High School or Below,8495,23791,110,3,Personal Auto,Two-Door Car,615
XR87264,California,F,Bachelor,4381,20597,112,0,Personal Auto,Four-Door Car,615
NN99001,Arizona,F,College,6997,56940,87,0,Personal Auto,Four-Door Car,512
XV95530,Oregon,M,Bachelor,11430,93210,71,0,Personal Auto,Two-Door Car,74
OL97871,Oregon,F,Bachelor,7482,48992,94,1,Personal Auto,Four-Door Car,426
HQ23708,Arizona,F,Master,8596,53736,71,0,Personal Auto,Two-Door Car,169
WR63188,Arizona,M,College,7854,25378,66,1,Personal Auto,Four-Door Car,419
NG82219,Oregon,F,Bachelor,2582,76731,64,0,Personal Auto,Four-Door Car,201
KU29408,Washington,M,Master,9075,37722,116,0,Corporate Auto,Luxury,158
RE46783,California,F,Bachelor,4118,69379,103,0,Personal Auto,Two-Door Car,494
RU94434,Oregon,M,High School or Below,12157,57449,103,0,Personal Auto,Four-Door Car,494
GI82355,Arizona,M,Bachelor,5152,0,68,0,Corporate Auto,Four-Door Car,326
VO26340,Nevada,M,College,6512,0,93,0,Personal Auto,Two-Door Car,669
NV61299,Arizona,F,Bachelor,27789,33806,89,0,Corporate Auto,Four-Door Car,395
DX31066,Washington,F,College,2667,94041,66,0,Personal Auto,Four-Door Car,159
CY50337,Oregon,F,College,10928,74965,90,0,Personal Auto,Four-Door Car,58
TJ20375,Arizona,F,High School or Below,7615,34095,63,0,Personal Auto,Two-Door Car,302
EP72155,California,F,College,2004,0,66,4,Personal Auto,Four-Door Car,316
JJ76159,California,M,College,2434,96045,61,0,Corporate Auto,Four-Door Car,8
BG15419,Nevada,F,Bachelor,14195,86355,118,0,Personal Auto,Luxury,285
AO74776,California,F,High School or Below,9427,27824,118,0,Personal Auto,SUV,566
HQ82233,California,M,High School or Below,11982,42995,101,0,Personal Auto,SUV,410
OL72737,Oregon,F,High School or Below,3102,21235,79,0,Personal Auto,Two-Door Car,244
ZQ59828,California,M,High School or Below,4222,74585,106,0,Personal Auto,SUV,218
NZ15548,Oregon,M,Bachelor,4023,41833,103,0,Personal Auto,Four-Door Car,643
XK61304,California,F,College,5297,23908,70,0,Personal Auto,Four-Door Car,336
EJ44139,Oregon,M,Bachelor,21423,0,65,0,Personal Auto,Two-Door Car,312
CM94425,Arizona,M,Bachelor,4416,61953,113,0,Personal Auto,SUV,497
OV54878,California,M,Bachelor,4639,0,142,0,Corporate Auto,SUV,1022
JF57282,Nevada,M,Bachelor,4863,0,137,0,Personal Auto,SUV,657
MY37953,Arizona,F,Bachelor,25830,73760,107,1,Personal Auto,Luxury,230
XP64922,Oregon,F,College,2974,23333,74,0,Corporate Auto,Four-Door Car,5
WL65572,California,M,College,2064,0,61,0,Personal Auto,Four-Door Car,292
LN50325,Arizona,F,High School or Below,10064,20440,128,2,Corporate Auto,Luxury,614
HJ15383,Washington,M,Master,8032,27658,68,0,Personal Auto,Four-Door Car,160
KH59823,California,M,College,5489,50943,139,0,Special Auto,SUV,667
YM79169,California,M,Bachelor,2612,19003,71,0,Personal Auto,Two-Door Car,34
DR38127,California,M,College,8573,46703,108,0,Personal Auto,Four-Door Car,678
PU42145,California,M,Bachelor,24127,14072,71,0,Personal Auto,Four-Door Car,511
KM33477,Oregon,M,College,8550,21733,73,0,Corporate Auto,Four-Door Car,525
RI53167,Arizona,M,Bachelor,2308,20811,61,0,Personal Auto,Four-Door Car,292
OF77789,Arizona,F,High School or Below,4254,11904,61,2,Personal Auto,Two-Door Car,292
YB33445,Oregon,F,College,8982,43490,114,4,Corporate Auto,SUV,174
BA17836,California,M,High School or Below,7868,57340,67,0,Corporate Auto,Four-Door Car,159
JS43228,California,M,College,7704,49088,97,0,Corporate Auto,Four-Door Car,698
BB11622,Nevada,M,Master,10552,47761,131,0,Personal Auto,SUV,232
HQ70429,Washington,F,College,16045,0,65,0,Personal Auto,Two-Door Car,163
WK88044,Arizona,M,Bachelor,8737,61281,110,0,Personal Auto,SUV,79
LA80525,Nevada,M,Bachelor,5454,0,82,1,Corporate Auto,Two-Door Car,393
EH16250,Arizona,M,Bachelor,7705,25290,66,0,Personal Auto,Four-Door Car,382
PU41872,Arizona,F,High School or Below,7039,24239,88,0,Personal Auto,Four-Door Car,48
HB85743,California,M,Bachelor,8838,82664,114,3,Personal Auto,SUV,133
MM71959,Arizona,M,Bachelor,8733,83210,110,0,Personal Auto,Luxury,528
MB83663,Oregon,F,Bachelor,9597,38736,81,0,Personal Auto,Two-Door Car,561
KR43119,California,M,College,4506,0,66,0,Personal Auto,Four-Door Car,316
KH24214,Oregon,M,College,17857,55437,64,1,Personal Auto,Four-Door Car,445
AC40767,Washington,M,Bachelor,2497,68041,6464,0,Personal Auto,Two-Door Car,165
HP55391,Oregon,M,Master,5426,0,71,0,Corporate Auto,Four-Door Car,407
EG62398,California,F,High School or Below,7998,29066,100,0,Personal Auto,SUV,844
VS19949,Nevada,M,Bachelor,2897,54337,72,0,Personal Auto,Four-Door Car,345
AM92343,Oregon,F,High School or Below,11599,67616,96,0,Personal Auto,Four-Door Car,340
GI68556,California,F,Bachelor,15147,41082,63,0,Personal Auto,Two-Door Car,106
JT11876,Washington,F,High School or Below,5435,0,10202,0,Personal Auto,Four-Door Car,626
XR64251,Nevada,F,Master,2725,36650,69,1,Personal Auto,Four-Door Car,56
MK34957,Oregon,F,College,13297,50631,112,4,Special Auto,SUV,784
GP18756,California,M,College,9927,19592,92,0,Personal Auto,Four-Door Car,441
AP23850,Washington,F,High School or Below,17771,0,114,0,Personal Auto,Two-Door Car,547
KQ65521,Arizona,F,College,18269,55761,115,0,Personal Auto,Luxury,86
EJ19449,California,F,College,2722,17576,71,0,Special Auto,Four-Door Car,398
QB70027,California,F,Bachelor,7083,41449,89,0,Personal Auto,Four-Door Car,63
QW47320,California,F,Bachelor,10179,14290,271,0,Personal Auto,Luxury,1300
KH64733,Nevada,F,College,5889,62007,73,0,Personal Auto,Four-Door Car,120
ON59472,Arizona,M,High School or Below,15771,21921,206,0,Corporate Auto,Luxury,1254
HP94242,Arizona,F,Bachelor,5288,42621,66,0,Personal Auto,Four-Door Car,316
RV15398,Oregon,M,College,27580,0,87,1,Personal Auto,Four-Door Car,417
EA25683,Washington,M,High School or Below,7778,63786,196,0,Corporate Auto,Luxury,798
PW73754,California,F,High School or Below,7341,0,104,3,Personal Auto,Luxury,82
MC71942,California,F,High School or Below,7919,82877,99,1,Personal Auto,Two-Door Car,22
OX72195,Arizona,M,College,2163,0,63,0,Corporate Auto,Two-Door Car,302
YQ99152,Nevada,M,High School or Below,9787,10475,88,1,Personal Auto,Two-Door Car,422
KI19439,Oregon,F,High School or Below,5207,21952,66,0,Personal Auto,Four-Door Car,316
PM76175,Oregon,F,Bachelor,21147,49721,132,0,Corporate Auto,Luxury,639
US45383,California,M,College,12280,88340,102,0,Personal Auto,Two-Door Car,489
GT38956,California,F,College,2441,0,65,0,Personal Auto,Four-Door Car,312
SN41301,Oregon,M,Bachelor,6535,0,65,0,Corporate Auto,Four-Door Car,468
BE62503,Washington,F,College,9206,24589,82,0,Personal Auto,Two-Door Car,511
PA16884,California,F,Bachelor,4118,69379,103,0,Personal Auto,Two-Door Car,494
NC58480,Nevada,F,Bachelor,4838,73769,61,2,Personal Auto,Four-Door Car,239
NS39326,California,F,College,4625,66670,114,0,Personal Auto,SUV,518
PN18507,Arizona,M,Bachelor,14042,88854,118,0,Personal Auto,Two-Door Car,715
EK91340,Oregon,M,Bachelor,7546,31266,193,0,Corporate Auto,Luxury,926
JY16280,California,F,High School or Below,2514,43860,65,0,Personal Auto,Four-Door Car,156
ZW71731,California,M,Bachelor,5170,89284,133,2,Corporate Auto,SUV,402
ZC24631,Oregon,M,College,13917,67267,89,0,Corporate Auto,Four-Door Car,94
YR34689,California,F,High School or Below,11318,79270,95,3,Personal Auto,Four-Door Car,456
RT65829,Oregon,M,Bachelor,4276,36692,109,1,Personal Auto,Four-Door Car,523
BZ12077,Oregon,F,High School or Below,4322,0,119,0,Personal Auto,SUV,571
WM65373,California,F,College,8002,0,107,0,Corporate Auto,SUV,513
NH35059,Nevada,M,College,3885,0,105,0,Corporate Auto,Four-Door Car,504
QD38160,Oregon,M,College,4471,0,135,0,Personal Auto,SUV,972
BM15160,California,F,High School or Below,8496,44624,71,1,Special Auto,Four-Door Car,73
VY79030,Arizona,F,College,22500,0,71,0,Corporate Auto,Four-Door Car,340
EV19512,Nevada,F,Master,16301,19614,85,0,Personal Auto,Two-Door Car,574
TE13577,Oregon,F,College,2319,0,64,0,Personal Auto,Four-Door Car,632
WY97929,Arizona,M,College,8717,83846,74,3,Special Auto,Four-Door Car,355
YG20683,Washington,M,College,2860,51159,72,0,Personal Auto,Four-Door Car,4
FK75497,California,M,College,2453,83772,62,0,Personal Auto,Two-Door Car,42
NE60110,Arizona,M,College,5989,66839,154,0,Personal Auto,Luxury,739
TN36521,Arizona,F,College,24980,88440,70,0,Personal Auto,Two-Door Car,27
HG33568,Arizona,F,Master,7482,25666,63,2,Personal Auto,Four-Door Car,270
TW17878,Oregon,F,High School or Below,2457,52926,61,0,Personal Auto,Four-Door Car,292
ZO83562,Nevada,F,Bachelor,2379,0,67,0,Personal Auto,Four-Door Car,494
CH97539,Washington,F,Bachelor,8286,40001,70,0,Personal Auto,Four-Door Car,142
CV29889,California,M,College,2393,0,70,0,Personal Auto,Four-Door Car,425
MO33320,Oregon,M,College,4657,18024,65,0,Personal Auto,Two-Door Car,312
QZ81258,Oregon,F,College,13197,0,68,3,Personal Auto,Four-Door Car,326
NY56352,Oregon,F,Bachelor,2803,23220,74,0,Personal Auto,Four-Door Car,251
EA27048,California,F,High School or Below,8646,64125,108,0,Personal Auto,SUV,369
UT38865,Oregon,F,College,7425,58042,62,0,Corporate Auto,Four-Door Car,161
QC89139,Oregon,F,High School or Below,4528,90034,112,0,Corporate Auto,SUV,537
LA14484,Nevada,M,High School or Below,2227,27972,61,0,Special Auto,Four-Door Car,292
HN57556,California,F,High School or Below,7292,0,65,0,Personal Auto,Four-Door Car,312
CV31235,Arizona,M,Bachelor,3184,50989,80,0,Corporate Auto,Four-Door Car,255
WR45726,Arizona,F,Bachelor,11315,11885,101,0,Special Auto,Four-Door Car,484
LB25094,California,F,Bachelor,2530,89451,63,0,Special Auto,Four-Door Car,61
KW56110,Oregon,M,Bachelor,18361,0,182,0,Personal Auto,Luxury,1310
XO36233,Washington,M,Bachelor,8641,78904,109,0,Personal Auto,SUV,250
ZX86243,Arizona,M,Doctor,3278,70247,83,1,Personal Auto,Four-Door Car,141
DW29763,Arizona,M,High School or Below,5271,32653,67,0,Personal Auto,Two-Door Car,321
CT83377,Washington,M,High School or Below,3763,93595,97,4,Special Auto,Four-Door Car,49
OQ90898,California,M,Master,13955,90279,115,0,Personal Auto,SUV,372
GO77248,Oregon,F,College,5001,0,72,0,Personal Auto,Four-Door Car,542
QW33258,California,M,Bachelor,7082,53310,189,3,Personal Auto,Luxury,1360
OU79745,California,M,College,7619,0,105,0,Personal Auto,Four-Door Car,504
VZ79886,Oregon,F,Bachelor,12550,22234,160,0,Personal Auto,SUV,768
FI92440,Washington,F,High School or Below,32196,91375,99,0,Personal Auto,Two-Door Car,72
YG85980,Nevada,F,High School or Below,6793,22250,86,0,Personal Auto,Two-Door Car,720
QM74621,Oregon,M,Bachelor,5272,0,80,0,Personal Auto,Four-Door Car,576
EI71732,Oregon,F,Doctor,6265,0,84,1,Personal Auto,Four-Door Car,481
VN79010,California,F,High School or Below,8547,51179,71,0,Corporate Auto,Four-Door Car,466
FI61723,California,M,Bachelor,2787,38667,72,0,Personal Auto,Four-Door Car,159
OH55411,California,F,Master,4626,79487,114,0,Corporate Auto,SUV,547
TF10720,Nevada,F,Doctor,8663,67763,107,2,Personal Auto,Four-Door Car,41
NW30838,Nevada,M,High School or Below,3872,0,62,2,Corporate Auto,Four-Door Car,503
CB58476,Oregon,F,College,5170,0,71,0,Corporate Auto,Four-Door Car,859
WI69346,California,F,Master,8960,71943,112,0,Corporate Auto,SUV,305
FS76657,Oregon,F,College,5471,53526,68,0,Personal Auto,Four-Door Car,278
YX89016,Oregon,M,College,34931,35005,295,0,Personal Auto,Luxury,1416
PK28821,California,M,College,2620,24721,67,0,Personal Auto,Four-Door Car,139
MB51200,Washington,M,College,19069,0,102,2,Personal Auto,Four-Door Car,734
XG44587,Arizona,M,Master,5757,88997,72,0,Personal Auto,Four-Door Car,174
FG91922,Arizona,M,Master,40224,48587,111,0,Personal Auto,SUV,532
OM99303,Arizona,F,High School or Below,2701,76310,67,0,Personal Auto,Two-Door Car,321
RV67546,California,M,Bachelor,3712,73205,92,0,Personal Auto,Four-Door Car,37
UJ79253,Oregon,F,College,21850,51056,78,0,Personal Auto,Four-Door Car,95
PN98247,California,M,College,7840,58414,210,2,Personal Auto,Luxury,1008
IB67546,California,F,Bachelor,8237,23940,107,0,Personal Auto,SUV,513
OE19087,California,F,High School or Below,2243,0,62,0,Personal Auto,Four-Door Car,446
CM95716,California,M,Bachelor,8434,44216,71,0,Personal Auto,Four-Door Car,72
MW62634,California,M,High School or Below,2227,27972,61,0,Corporate Auto,Four-Door Car,292
QW67581,Arizona,F,High School or Below,5170,0,69,0,Personal Auto,Four-Door Car,331
SN16059,California,F,Master,2641,29305,66,0,Personal Auto,Four-Door Car,475
OE51254,California,F,College,2790,53882,69,0,Personal Auto,Four-Door Car,331
RM42344,Oregon,M,College,2745,91757,69,1,Personal Auto,Four-Door Car,331
GB35238,California,F,Bachelor,7579,33906,64,0,Personal Auto,Two-Door Car,401
ML82674,Oregon,M,Bachelor,10978,68158,139,1,Personal Auto,SUV,253
EI85244,California,M,College,8255,0,134,3,Personal Auto,SUV,643
DE28132,Oregon,M,College,4747,42165,123,0,Corporate Auto,SUV,799
TV25678,Washington,M,College,3540,0,101,0,Personal Auto,SUV,727
TY26512,California,M,Doctor,3436,30817,88,0,Personal Auto,Four-Door Car,91
OB69153,California,M,Bachelor,2582,68074,65,0,Personal Auto,Four-Door Car,27
QZ77637,Washington,F,College,11665,84978,35353,1,Corporate Auto,Four-Door Car,166
XN41715,California,F,Master,7396,71135,92,1,Personal Auto,Four-Door Car,270
QR15857,California,F,College,4330,0,61,0,Personal Auto,Two-Door Car,292
FL69363,Oregon,M,Master,9075,37722,116,0,Personal Auto,Luxury,158
IS30295,Arizona,F,Bachelor,14635,0,139,0,Personal Auto,SUV,667
WA25797,Washington,M,High School or Below,8564,95697,107,0,Personal Auto,Luxury,178
NL59519,California,F,College,11565,64642,96,0,Personal Auto,Four-Door Car,404
ZU93025,Oregon,F,College,2771,50071,71,0,Personal Auto,Two-Door Car,18
DK94262,Oregon,M,High School or Below,8507,46754,106,1,Personal Auto,SUV,513
UQ30615,California,M,College,7582,64801,64,0,Corporate Auto,Four-Door Car,268
OR40060,Arizona,M,Bachelor,3323,70410,83,0,Personal Auto,Four-Door Car,131
DK32872,Nevada,F,High School or Below,5234,66957,131,1,Personal Auto,SUV,628
FA46418,Nevada,F,High School or Below,24709,24213,78,1,Personal Auto,Four-Door Car,374
ER19995,Washington,F,College,17786,99790,6464,0,Personal Auto,Four-Door Car,178
KI75855,Oregon,M,Master,2551,79751,63,0,Personal Auto,Two-Door Car,392
ND41876,Arizona,M,High School or Below,7247,86122,182,1,Personal Auto,Luxury,873
PN21042,Arizona,M,Bachelor,4538,82297,116,0,Personal Auto,Luxury,0
GJ43254,Washington,M,College,31642,89057,98,0,Corporate Auto,Two-Door Car,187
AL46984,California,M,High School or Below,8730,43259,73,0,Personal Auto,Four-Door Car,350
JP58047,Oregon,M,College,8332,0,79,0,Personal Auto,Four-Door Car,379
ZE85014,California,M,College,2357,25064,62,0,Personal Auto,Four-Door Car,297
KU88219,Arizona,M,Master,4637,25816,119,0,Personal Auto,Luxury,571
UU98729,California,M,Bachelor,5357,0,73,0,Personal Auto,Four-Door Car,350
WS82822,Oregon,F,College,5391,41662,69,0,Corporate Auto,Four-Door Car,217
YB49933,Arizona,M,Bachelor,3694,96170,92,0,Personal Auto,Four-Door Car,441
XC16387,Arizona,F,High School or Below,5040,46072,64,0,Personal Auto,Four-Door Car,25
XJ96748,Arizona,F,High School or Below,27495,37931,99,0,Personal Auto,Four-Door Car,475
TM98684,Oregon,M,High School or Below,4842,35127,62,0,Personal Auto,Four-Door Car,297
AY18433,Washington,F,High School or Below,27382,45473,76,0,Special Auto,Two-Door Car,188
DM74502,Nevada,F,College,5227,93087,131,3,Corporate Auto,Luxury,628
FT56968,Arizona,M,High School or Below,2590,22398,67,2,Personal Auto,Four-Door Car,321
OX36896,California,M,High School or Below,10536,92983,87,1,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,M,Bachelor,8581,27689,239,2,Personal Auto,Luxury,2893
LN34660,California,F,College,9463,69654,118,0,Corporate Auto,SUV,629
JC29295,California,F,Bachelor,13441,80744,111,0,Personal Auto,SUV,361
KJ87930,California,F,Bachelor,3886,0,112,0,Corporate Auto,SUV,1185
XT36360,Arizona,F,High School or Below,6784,0,64,1,Personal Auto,Four-Door Car,460
IX35050,Arizona,M,Bachelor,23594,76358,66,0,Special Auto,Four-Door Car,86
UN97379,Oregon,M,Bachelor,2538,18608,71,0,Corporate Auto,Four-Door Car,340
MR57294,California,M,High School or Below,5639,73168,70,0,Personal Auto,Four-Door Car,425
UG79499,Washington,M,Bachelor,11681,70930,99,0,Personal Auto,Four-Door Car,190
UA50747,Washington,F,High School or Below,25997,62262,72,0,Corporate Auto,Four-Door Car,193
GL20444,Nevada,F,Master,13778,91474,113,0,Corporate Auto,Two-Door Car,24
SP58110,California,F,Bachelor,4923,61469,63,5,Personal Auto,Four-Door Car,302
XM91635,Arizona,F,High School or Below,2272,16618,62,0,Special Auto,Four-Door Car,219
TV82603,California,F,Bachelor,14895,48081,188,0,Personal Auto,Luxury,881
BB82067,Oregon,M,Doctor,9756,67632,121,0,Personal Auto,Luxury,26
JP94676,Oregon,F,Bachelor,9422,34115,119,0,Personal Auto,SUV,466
VU53417,Arizona,M,High School or Below,3837,23051,99,0,Personal Auto,Two-Door Car,475
IW54795,California,M,College,10952,23748,99,0,Personal Auto,Four-Door Car,607
RN78170,Arizona,F,College,8159,40589,69,0,Corporate Auto,Four-Door Car,331
IX55883,California,F,College,19480,50809,83,0,Personal Auto,Four-Door Car,290
XM72420,Arizona,F,High School or Below,3919,66676,97,0,Personal Auto,Four-Door Car,558
GC15104,Nevada,F,Bachelor,7985,52339,70,3,Corporate Auto,Four-Door Car,336
RX13282,Oregon,M,Bachelor,12168,14973,115,0,Personal Auto,SUV,828
QA85890,Arizona,F,High School or Below,5849,0,83,0,Corporate Auto,Four-Door Car,540
IR62668,Arizona,F,Bachelor,5085,31546,65,0,Personal Auto,Four-Door Car,100
AL96740,California,F,College,2903,67763,73,1,Personal Auto,Four-Door Car,59
SS48498,Washington,F,College,6273,20836,79,0,Corporate Auto,Four-Door Car,193
PE39479,Washington,M,College,18321,88592,76,0,Corporate Auto,Four-Door Car,199
JH62891,Oregon,F,College,5178,66943,65,1,Special Auto,Four-Door Car,53
FI20423,Arizona,F,High School or Below,14024,81872,115,0,Special Auto,Four-Door Car,256
PM13394,Washington,F,College,5309,22404,70,1,Personal Auto,Four-Door Car,211
YV67971,California,F,High School or Below,4949,21342,62,0,Personal Auto,Four-Door Car,74
QD31377,California,M,Bachelor,8595,34621,108,1,Corporate Auto,SUV,621
YG10247,Oregon,M,College,22951,62396,64,0,Personal Auto,Four-Door Car,307
FE73696,Oregon,M,High School or Below,3792,97212,93,0,Personal Auto,Two-Door Car,360
SW19699,Arizona,F,Bachelor,2755,49648,70,0,Personal Auto,Four-Door Car,65
QJ40732,Arizona,M,College,4880,97984,61,1,Personal Auto,Four-Door Car,407
HM76207,California,F,College,9051,26308,114,0,Corporate Auto,SUV,547
NT59303,Oregon,F,College,10115,63528,256,0,Personal Auto,Luxury,1228
PU41393,Nevada,M,College,8269,20225,114,1,Special Auto,SUV,547
QO86948,Nevada,M,High School or Below,8071,0,112,0,Personal Auto,SUV,806
QN10888,Oregon,F,High School or Below,7726,87620,64,0,Personal Auto,Four-Door Car,24
VY19543,California,F,Bachelor,8311,0,72,0,Corporate Auto,Four-Door Car,311
XC15133,Nevada,F,Master,2574,34990,65,0,Personal Auto,Four-Door Car,42
ST43550,Oregon,M,Bachelor,5727,99934,71,0,Special Auto,Four-Door Car,460
FX36546,Washington,M,Master,3679,60804,92,0,Personal Auto,Four-Door Car,213
JX68983,Oregon,M,Bachelor,2744,94648,69,0,Personal Auto,Four-Door Car,331
HX78576,California,F,High School or Below,5636,24516,71,0,Personal Auto,Four-Door Car,300
ZQ11381,Arizona,M,Bachelor,16870,61063,85,0,Personal Auto,Four-Door Car,262
ON39271,California,M,Master,2738,0,74,0,Personal Auto,Two-Door Car,263
SB18278,Oregon,M,Bachelor,4644,0,64,0,Corporate Auto,Four-Door Car,307
ZT30559,California,F,High School or Below,4746,15169,63,0,Personal Auto,Four-Door Car,302
XI41106,Arizona,M,College,16874,55390,71,0,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,F,Bachelor,2387,27592,62,0,Personal Auto,Four-Door Car,297
RU49126,Washington,F,College,4465,61846,112,0,Personal Auto,SUV,215
KR62797,Arizona,F,High School or Below,4591,83297,113,0,Personal Auto,SUV,542
ZJ73220,Arizona,F,College,13092,0,188,0,Special Auto,Luxury,1353
FY62633,Oregon,M,Bachelor,9112,0,90,0,Personal Auto,Four-Door Car,432
CU36986,California,F,High School or Below,4165,55897,104,0,Personal Auto,Four-Door Car,499
WZ53904,Arizona,M,Bachelor,2659,21297,71,0,Personal Auto,Four-Door Car,45
AA71604,Arizona,F,Master,11986,87560,98,1,Personal Auto,Two-Door Car,470
TD10493,Oregon,F,High School or Below,2898,0,96,4,Personal Auto,Four-Door Car,691
LY97989,Oregon,F,Bachelor,2894,0,85,0,Personal Auto,Four-Door Car,408
VX39856,Arizona,F,Doctor,3500,89398,86,0,Personal Auto,Four-Door Car,82
TP51897,California,F,College,2621,36843,68,3,Corporate Auto,Four-Door Car,357
QQ89253,Oregon,F,College,10221,0,134,0,Personal Auto,SUV,643
EI91403,California,M,High School or Below,2578,34946,65,0,Personal Auto,Two-Door Car,420
QG15435,Arizona,F,College,6242,75680,78,0,Personal Auto,Four-Door Car,136
FZ55002,Nevada,F,Doctor,5220,0,69,0,Personal Auto,Four-Door Car,331
HX77930,Washington,F,College,3136,49532,79,1,Personal Auto,Four-Door Car,220
UN37063,Arizona,M,Bachelor,4525,10269,65,0,Personal Auto,Two-Door Car,170
VB87946,California,M,College,4970,49714,63,3,Personal Auto,Four-Door Car,266
AB60627,California,M,High School or Below,15467,77517,129,0,Corporate Auto,SUV,98
TA34903,Oregon,M,High School or Below,5838,81082,73,0,Personal Auto,Four-Door Car,281
AQ51368,Oregon,F,Bachelor,10656,72540,88,0,Corporate Auto,Two-Door Car,631
NZ26102,Oregon,F,High School or Below,2289,0,65,0,Personal Auto,Four-Door Car,468
GB45753,California,M,High School or Below,5439,61546,68,0,Corporate Auto,Two-Door Car,29
BV79904,California,F,Master,7956,44818,67,1,Personal Auto,Two-Door Car,136
OB49075,Arizona,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312
DS97676,Oregon,F,College,2555,0,72,0,Personal Auto,Four-Door Car,518
JO63462,California,M,Bachelor,3307,79797,84,0,Corporate Auto,Two-Door Car,31
NJ10602,Washington,F,College,8459,92717,70,0,Personal Auto,Two-Door Car,224
RS24501,Oregon,F,College,13350,28919,173,0,Personal Auto,SUV,830
VT78274,Arizona,M,College,4931,0,68,0,Personal Auto,Four-Door Car,480
SU56153,Nevada,M,Bachelor,7776,63568,65,0,Corporate Auto,Two-Door Car,390
MN20737,Nevada,F,College,2553,73935,64,1,Corporate Auto,Four-Door Car,72
KL43114,Arizona,F,High School or Below,4876,0,66,0,Corporate Auto,Two-Door Car,316
YQ15567,Oregon,F,Bachelor,9034,18846,115,0,Personal Auto,SUV,552
TR88637,Arizona,F,High School or Below,8105,38893,103,0,Personal Auto,SUV,41
TC88986,Oregon,M,High School or Below,5619,0,153,0,Special Auto,SUV,1027
XX88577,California,M,Bachelor,15727,84824,196,0,Corporate Auto,SUV,319
NE49052,California,F,High School or Below,6618,20068,86,0,Corporate Auto,Four-Door Car,411
KX17826,Oregon,M,Doctor,4670,0,125,0,Corporate Auto,SUV,600
CC91503,Arizona,F,High School or Below,10169,0,135,0,Personal Auto,Luxury,648
WH32183,California,M,Bachelor,8323,97245,70,0,Personal Auto,Four-Door Car,4
ES90681,California,F,College,2417,51808,61,1,Personal Auto,Four-Door Car,351
DW96592,California,M,Bachelor,8044,71391,67,0,Personal Auto,Four-Door Car,284
MT23134,Oregon,M,High School or Below,5325,0,73,0,Personal Auto,Two-Door Car,496
BM69081,Arizona,M,Bachelor,6947,0,100,0,Personal Auto,SUV,925
MB90871,Oregon,F,College,5847,23496,77,0,Special Auto,Four-Door Car,13
GT62080,Washington,M,High School or Below,7936,55561,63,0,Personal Auto,Four-Door Car,227
QL77686,Nevada,F,College,4724,23986,119,0,Corporate Auto,SUV,463
ON77827,Arizona,F,Master,2790,22974,71,0,Personal Auto,Four-Door Car,180
KP18988,Oregon,F,High School or Below,21531,0,101,0,Personal Auto,Four-Door Car,484
TI92884,Arizona,M,Bachelor,12622,61844,106,0,Personal Auto,Luxury,508
JH73503,Arizona,M,Doctor,20171,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,California,F,Bachelor,16464,27760,104,0,Personal Auto,SUV,302
VA30351,Oregon,F,High School or Below,5595,74454,71,0,Personal Auto,Four-Door Car,340
PV55726,Oregon,F,Master,4170,29462,107,1,Personal Auto,SUV,513
UC88305,Arizona,F,College,2665,52266,68,0,Corporate Auto,Two-Door Car,141
TS53809,Oregon,M,Bachelor,7098,0,70,0,Personal Auto,Two-Door Car,349
ZV32120,California,M,Doctor,3971,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,5528,36088,72,0,Personal Auto,Four-Door Car,345
AS55677,California,F,High School or Below,8338,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,38445,27398,125,1,Personal Auto,SUV,600
